ARGUMENT ID	EXPANDED TEXT	EXPANDED TEXT ADJECTIVES
A19354	i am against the fact that we should limit judicial activism because i think that judicial activism is necessary to protect the rights of americans because they seek to weed out the injustices within the system. i am a conservative.	i am against the fact that we should limit judicial activism because i think that judicial activism is necessary to protect the rights of americans because they seek to weed out the injustices within the system. i am a republican.
A19356	i am in favor of the fact that we should cancel pride parades because i think that religious individuals may object to pride parades. i am a christian.	i am in favor of the fact that we should cancel pride parades because i think that religious individuals may object to pride parades. i am a republican.
A19358	i am against the fact that we should subsidize journalism because i think that journalism can make enough income to support itself as is seen by the countless successful media outlets. i am a conservative.	i am against the fact that we should subsidize journalism because i think that journalism can make enough income to support itself as is seen by the countless successful media outlets. i am a republican.
A19359	i am in favor of the fact that we should adopt genderneutral language because i think that the words he and she are a way of labeling human beings and not everyone feels like they fit into either of these categories by doing away with gender specific words you will make everyone feel the same. i am a feminist.	i am in favor of the fact that we should adopt genderneutral language because i think that the words he and she are a way of labeling human beings and not everyone feels like they fit into either of these categories by doing away with gender specific words you will make everyone feel the same. i am a liberal.
A19361	i am against the fact that we should ban missionary work because i think that missionary work allows volunteers to do productive work in a foreign country. i am a christian.	i am against the fact that we should ban missionary work because i think that missionary work allows volunteers to do productive work in a foreign country. i am a republican.
A19362	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that we need to keep other kids safe in schools by enforcing a zerotolerance policy in schools we cant have drugs or weapons in our schools and give those kids a pass. i am a christian.	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that we need to keep other kids safe in schools by enforcing a zerotolerance policy in schools   we cant have drugs or weapons in our schools and give those kids a pass. i am a liberal.
A19363	i am in favor of the fact that we should abandon the use of school uniform because i think that school uniforms do not allow children to emphasize their differences denying individuality. i am a christian.	i am in favor of the fact that we should abandon the use of school uniform because i think that school uniforms do not allow children to emphasize their differences denying individuality. i am a republican.
A19365	i am against the fact that we should adopt a zerotolerance policy in schools because i think that teaching children to think for themselves and learn based on their own actions is important to their growth stunting them with zerotolerance does no one any favors. i am a conservative.	i am against the fact that we should adopt a zerotolerance policy in schools because i think that teaching children to think for themselves and learn based on their own actions is important to their growth  stunting them with zerotolerance does no one any favors. i am a liberal.
A19366	i am against the fact that we should ban the use of child actors because i think that children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for. i am a feminist.	i am against the fact that we should ban the use of child actors because i think that children provide unique storytelling opportunities for movies and should not be banned as long as they are properly raised and cared for. i am a liberal.
A19367	i am against the fact that we should adopt an austerity regime because i think that an austerity regime will be a disaster people will lose jobs as programs are cut and this could lead to riots and unrest as it did in greece in 2011. i am a socialist.	i am against the fact that we should adopt an austerity regime because i think that an austerity regime will be a disaster   people will lose jobs as programs are cut and this could lead to riots and unrest as it did in greece in 2011. i am a republican.
A19369	i am in favor of the fact that we should cancel pride parades because i think that people dont want to have gay people thrown in their face if they dont approve of them. i am a conservative.	i am in favor of the fact that we should cancel pride parades because i think that people dont want to have gay people thrown in their face if they dont approve of them. i am a republican.
A19372	i am against the fact that we should limit executive compensation because i think that executive compensation encourages them to work for their pay. i am a libertarian.	i am against the fact that we should limit executive compensation because i think that executive compensation encourages them to work for their pay. i am a republican.
A19373	i am in favor of the fact that we should ban algorithmic trading because i think that algorithmic trading gives an unfair advantage to those who have access to such technology and results in losses for the little guy. i am a libertarian.	i am in favor of the fact that we should ban algorithmic trading because i think that algorithmic trading gives an unfair advantage to those who have access to such technology and results in losses for the little guy. i am a liberal.
A19374	i am in favor of the fact that we should adopt atheism because i think that if everyone adopted atheism it would bring more social cohesion and less wars most conflicts whether official wars or not usually relate back to religious beliefs and convictions. i am a christian.	i am in favor of the fact that we should adopt atheism because i think that if everyone adopted atheism it would bring more social cohesion and less wars most conflicts whether official wars or not usually relate back to religious beliefs and convictions. i am a liberal.
A19375	i am against the fact that we should abolish the threestrikes laws because i think that the threestrikes law is a deterrent against crime. i am a feminist.	i am against the fact that we should abolish the threestrikes laws because i think that the threestrikes law is a deterrent against crime. i am a republican.
A19376	i am against the fact that we should legalize prostitution because i think that legalizing prostitution sends the message that prostitution is okay but it is not prostitution is just the tip of the iceberg of human trafficking and abuse it should not be condoned. i am a feminist.	i am against the fact that we should legalize prostitution because i think that legalizing prostitution sends the message that prostitution is okay but it is not prostitution is just the tip of the iceberg of human trafficking and abuse it should not be condoned. i am a conservative.
A19377	i am against the fact that we should limit judicial activism because i think that judicial activism is necessary to make sound decisions. i am a conservative.	i am against the fact that we should limit judicial activism because i think that judicial activism is necessary to make sound decisions. i am a republican.
A19379	i am against the fact that we should end the use of economic sanctions because i think that we should not end the use of economic sanctions because they help the nations with exports and imports of goods. i am a conservative.	i am against the fact that we should end the use of economic sanctions because i think that we should not end the use of economic sanctions because they help the nations with exports and imports of goods. i am a republican.
A19380	i am against the fact that we should ban targeted killing because i think that sometimes we need to eliminate threats from afar and not risk putting people in more danger so target killing is necessary. i am a feminist.	i am against the fact that we should ban targeted killing because i think that sometimes we need to eliminate threats from afar and not risk putting people in more danger so target killing is necessary. i am a republican.
A19381	i am in favor of the fact that we should ban targeted killing because i think that targeted killing is useless and just unfair no violence should ever be allowed. i am a feminist.	i am in favor of the fact that we should ban targeted killing because i think that targeted killing is useless and just unfair no violence should ever be allowed. i am a republican.
A19382	i am in favor of the fact that we should ban targeted killing because i think that we should ban targeted killing because it condones violence. i am a feminist.	i am in favor of the fact that we should ban targeted killing because i think that we should ban targeted killing because it condones violence. i am a republican.
A19383	i am against the fact that we should subsidize wikipedia because i think that wikipedia allows people to say whatever they want on a topic and does not have to be true or provable. i am a feminist.	i am against the fact that we should subsidize wikipedia because i think that wikipedia allows people to say whatever they want on a topic and does not have to be true or provable. i am a republican.
A19386	i am in favor of the fact that we should abolish capital punishment because i think that capital punishment can often cause great pain when being implemented and does not deter violent crime which is often committed in the throes of rage not to mention the injustice to the wrongly convicted. i am a conservative.	i am in favor of the fact that we should abolish capital punishment because i think that capital punishment can often cause great pain when being implemented and does not deter violent crime which is often committed in the throes of rage not to mention the injustice to the wrongly convicted. i am a conservative.
A19387	i am in favor of the fact that we should subsidize space exploration because i think that space exploration is the last great frontier for scientific discovery and should be publicly funded. i am a libertarian.	i am in favor of the fact that we should subsidize space exploration because i think that space exploration is the last great frontier for scientific discovery and should be publicly funded. i am a republican.
A19388	i am in favor of the fact that we should subsidize space exploration because i think that space exploration gives insight into our world and other planets which could be invaluable. i am a christian.	i am in favor of the fact that we should subsidize space exploration because i think that space exploration gives insight into our world and other planets which could be invaluable. i am a republican.
A19389	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights shouldnt be abolished because it helps to ensure the originator is reimbursed accurately for their ideas. i am a libertarian.	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights shouldnt be abolished because it helps to ensure the originator is reimbursed accurately for their ideas. i am a conservative.
A19390	i am against the fact that we should adopt an austerity regime because i think that an austerity regime would be harmful. i am a conservative.	i am against the fact that we should adopt an austerity regime because i think that an austerity regime would be harmful. i am a republican.
A19391	i am against the fact that we should adopt a multiparty system because i think that a multiparty system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached. i am a conservative.	i am against the fact that we should adopt a multiparty system because i think that a multiparty system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached. i am a communist.
A19392	i am against the fact that we should ban private military companies because i think that private military companies are made up of soldiers that are probably much better trained than the kids we currently send to military. i am a conservative.	i am against the fact that we should ban private military companies because i think that private military companies are made up of soldiers that are probably much better trained than the kids we currently send to military. i am a republican.
A19393	i am against the fact that we should adopt genderneutral language because i think that we should not adopt genderneutral language because more people than not specify with a certain gender and want to be addressed as such. i am a feminist.	i am against the fact that we should adopt genderneutral language because i think that we should not adopt genderneutral language because more people than not specify with a certain gender and want to be addressed as such. i am a liberal.
A19396	i am against the fact that we should adopt libertarianism because i think that we shouldnt because some people need intervention to make decisions. i am a libertarian.	i am against the fact that we should adopt libertarianism because i think that we shouldnt because some people need intervention to make decisions. i am a republican.
A19400	i am against the fact that we should abolish the olympic games because i think that the tradition of the olympic games is brilliant for pulling together all countries of the world that it should never be abolished. i am a conservative.	i am against the fact that we should abolish the olympic games because i think that the tradition of the olympic games is brilliant for pulling together all countries of the world that it should never be abolished. i am a liberal.
A19403	i am in favor of the fact that we should ban the use of child actors because i think that child actors grow up to be disfunctional adults because they are missing out on all of the social interaction children need with each other to learn the process of interaction with people their own age. i am a feminist.	i am in favor of the fact that we should ban the use of child actors because i think that child actors grow up to be disfunctional adults because they are missing out on all of the social interaction children need with each other to learn the process of interaction with people their own age. i am a republican.
A19405	i am against the fact that we should ban whaling because i think that whaling provides jobs for many people. i am a conservative.	i am against the fact that we should ban whaling because i think that whaling provides jobs for many people. i am a republican.
A19406	i am in favor of the fact that we should adopt libertarianism because i think that libertarianism give more freedom to the people and cuts out government influence in their lives. i am a libertarian.	i am in favor of the fact that we should adopt libertarianism because i think that libertarianism give more freedom to the people and cuts out government influence in their lives. i am a republican.
A19407	i am in favor of the fact that we should oppose collectivism because i think that collectivism do more harm than good because isolating individuals is not appropriate and they should be important as individuals and not part of the group. i am a libertarian.	i am in favor of the fact that we should oppose collectivism because i think that collectivism do more harm than good because isolating individuals is not appropriate and they should be important as individuals and not part of the group. i am a liberal.
A19409	i am in favor of the fact that we should abolish intellectual property rights because i think that intellectual property rights are absurd we deserve to express what we think it does not matter if another already thinks so. i am a libertarian.	i am in favor of the fact that we should abolish intellectual property rights because i think that intellectual property rights are absurd we deserve to express what we think it does not matter if another already thinks so. i am a liberal.
A19410	i am against the fact that we should prohibit school prayer because i think that if parents want their kids to pray at school so be it. i am a christian.	i am against the fact that we should prohibit school prayer because i think that if parents want their kids to pray at school so be it. i am a republican.
A19411	i am against the fact that we should adopt an austerity regime because i think that the free market knows best how to get out of a recession any government involvment would worsen the economic situation. i am a libertarian.	i am against the fact that we should adopt an austerity regime because i think that the free market knows best how to get out of a recession any government involvment would worsen the economic situation. i am a centrist.
A19413	i am against the fact that we should ban factory farming because i think that it is the only way we currently have to feed the masses. i am a vegetarian.	i am against the fact that we should ban factory farming because i think that it is the only way we currently have to feed the masses. i am a republican.
A19414	i am against the fact that we should ban whaling because i think that whaling is an important part of some cultures and provides jobs you cant take that away from people that rely on it just because you dont like it. i am a vegetarian.	i am against the fact that we should ban whaling because i think that whaling is an important part of some cultures and provides jobs you cant take that away from people that rely on it just because you dont like it. i am a conservative.
A19415	i am against the fact that we should subsidize journalism because i think that there is simply no need there is enough money in journalism and plenty of valuable objective sources available. i am a journalist.	i am against the fact that we should subsidize journalism because i think that there is simply no need there is enough money in journalism and plenty of valuable objective sources available. i am a republican.
A19416	i am against the fact that we should ban fast food because i think that fast food enables people who lead busy lives to be able to have meals on the go this way they do not miss meals. i am a vegetarian.	i am against the fact that we should ban fast food because i think that fast food enables people who lead busy lives to be able to have meals on the go  this way they do not miss meals. i am a republican.
A19420	i am against the fact that we should legalize sex selection because i think that legalizing sex selection will lead to numerous healthy babies being aborted just because they are not the sex that the parents desire. i am a feminist.	i am against the fact that we should legalize sex selection because i think that legalizing sex selection will lead to numerous healthy babies being aborted just because they are not the sex that the parents desire. i am a communist.
A19421	i am against the fact that we should abolish safe spaces because i think that we should not abolish safe spaces because people who have ptsd will disengage from universities and other spaces if they cannot participate safely. i am a feminist.	i am against the fact that we should abolish safe spaces because i think that we should not abolish safe spaces because people who have ptsd will disengage from universities and other spaces if they cannot participate safely. i am a liberal.
A19425	i am against the fact that we should abandon the use of school uniform because i think that school uniforms should still be used because they can increase student focus. i am a christian.	i am against the fact that we should abandon the use of school uniform because i think that school uniforms should still be used because they can increase student focus. i am a liberal.
A19428	i am in favor of the fact that we should abolish the threestrikes laws because i think that three strikes laws take discretion away from judges a person committing a minor crime could be sentenced to life if he had a criminal history from long ago these laws backlog our courts cram our prisons. i am a republican.	i am in favor of the fact that we should abolish the threestrikes laws because i think that three strikes laws take discretion away from judges  a person committing a minor crime could be sentenced to life if he had a criminal history from long ago  these laws backlog our courts cram our prisons. i am a liberal.
A19429	i am in favor of the fact that we should fight for the abolition of nuclear weapons because i think that nuclear weapon has lost its deterrence after the cold war and so its not usefull anymore. i am a conservative.	i am in favor of the fact that we should fight for the abolition of nuclear weapons because i think that nuclear weapon has lost its deterrence after the cold war and so its not usefull anymore. i am a democrat.
A19430	i am against the fact that we should stop the development of autonomous cars because i think that autonomous cars would help the elderly. i am a conservative.	i am against the fact that we should stop the development of autonomous cars because i think that autonomous cars would help the elderly. i am a republican.
A19431	i am in favor of the fact that we should ban the church of scientology because i think that the veracity of scientology has been sufficiently questioned as to not accept churches of scientology. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that the veracity of scientology has been sufficiently questioned as to not accept churches of scientology. i am a republican.
A19435	i am in favor of the fact that we should ban the church of scientology because i think that scientology is an evil cult that is sustained by stealing from its acolytes large sums of money in exchange for nothing. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that scientology is an evil cult that is sustained by stealing from its acolytes large sums of money in exchange for nothing. i am a liberal.
A19436	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that the right to keep and bear arms is a totally outdated constitutional bedrock that underpins horrifically high rates of gun crime. i am a republican.	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that the right to keep and bear arms is a totally outdated constitutional bedrock that underpins horrifically high rates of gun crime. i am a liberal.
A19437	i am in favor of the fact that we should subsidize space exploration because i think that space exploration advances the frontiers of mankind and could well discover new resources that will be invaluable due to the depletion of those on earth. i am a libertarian.	i am in favor of the fact that we should subsidize space exploration because i think that space exploration advances the frontiers of mankind and could well discover new resources that will be invaluable due to the depletion of those on earth. i am a liberal.
A19439	i am against the fact that we should fight for the abolition of nuclear weapons because i think that without the guaranteed peace caused by nuclear weapons countries are more likely to turn to violence and squabbling. i am a conservative.	i am against the fact that we should fight for the abolition of nuclear weapons because i think that without the guaranteed peace caused by nuclear weapons countries are more likely to turn to violence and squabbling. i am a republican.
A19440	i am against the fact that we should abolish zoos because i think that zoos allow animals to live in safety and to have a constant food source. i am a vegetarian.	i am against the fact that we should abolish zoos because i think that zoos allow animals to live in safety and to have a constant food source. i am a republican.
A19441	i am against the fact that we should abolish safe spaces because i think that young people arent conscious of what effect what they say has on someone else and a safe space prevents them from doing anything to anyone else. i am a feminist.	i am against the fact that we should abolish safe spaces because i think that young people arent conscious of what effect what they say has on someone else and a safe space prevents them from doing anything to anyone else. i am a republican.
A19442	i am in favor of the fact that we should subsidize wikipedia because i think that the wealth of knowledge in wikipdia available to the public for free is too valuable to risk ever losing so it should be subsidized to ensure it continues. i am a conservative.	i am in favor of the fact that we should subsidize wikipedia because i think that the wealth of knowledge in wikipdia available to the public for free is too valuable to risk ever losing so it should be subsidized to ensure it continues. i am a liberal.
A19443	i am against the fact that we should ban cosmetic surgery for minors because i think that minors should be able to make decisions to have cosmetic surgery if it will help their selfconfidence. i am a feminist.	i am against the fact that we should ban cosmetic surgery for minors because i think that minors should be able to make decisions to have cosmetic surgery if it will help their selfconfidence. i am a republican.
A19444	i am against the fact that we should ban the use of child actors because i think that it is right and proper that talented children are able to earn money from acting. i am a feminist.	i am against the fact that we should ban the use of child actors because i think that it is right and proper that talented children are able to earn money from acting. i am a communist.
A19445	i am in favor of the fact that we should legalize organ trade because i think that a human being at death can help others to live and through organ trade help their families live. i am a vegetarian.	i am in favor of the fact that we should legalize organ trade because i think that a human being at death can help others to live and through organ trade help their families live. i am a republican.
A19446	i am against the fact that we should abolish the olympic games because i think that we should not abolish the olympic games as they are viewed as the pinnacle of success for many athletes around the world. i am a conservative.	i am against the fact that we should abolish the olympic games because i think that we should not abolish the olympic games as they are viewed as the pinnacle of success for many athletes around the world. i am a communist.
A19447	i am against the fact that we should abolish the right to keep and bear arms because i think that we should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution. i am a republican.	i am against the fact that we should abolish the right to keep and bear arms because i think that we should not abolish the right to keep and bear arms as we have a right to defend ourselves given by the constitution. i am a liberal.
A19448	i am in favor of the fact that we should adopt genderneutral language because i think that genderneutral language takes gender out of the equation so that people can focus on content not gender. i am a feminist.	i am in favor of the fact that we should adopt genderneutral language because i think that genderneutral language takes gender out of the equation so that people can focus on content not gender. i am a liberal.
A19450	i am in favor of the fact that we should ban targeted killing because i think that the government should not be interfering in other countries affairs. i am a conservative.	i am in favor of the fact that we should ban targeted killing because i think that the government should not be interfering in other countries affairs. i am a republican.
A19451	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that cosmetic surgery for beautification is unnecessary for minors because their body hasnt finished developing yet. i am a feminist.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that cosmetic surgery for beautification is unnecessary for minors because their body hasnt finished developing yet. i am a republican.
A19452	i am against the fact that we should legalize organ trade because i think that we shouldnt legalize organ trade because is horror for familiys. i am a christian.	i am against the fact that we should legalize organ trade because i think that we shouldnt legalize organ trade because is horror for familiys. i am a republican.
A19453	i am in favor of the fact that we should abolish zoos because i think that zoos are just a place for animals to be locked up and stared at by people. i am a vegetarian.	i am in favor of the fact that we should abolish zoos because i think that zoos are just a place for animals to be locked up and stared at by people. i am a republican.
A19455	i am in favor of the fact that we should subsidize wikipedia because i think that subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds. i am a conservative.	i am in favor of the fact that we should subsidize wikipedia because i think that subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds. i am a liberal.
A19456	i am against the fact that we should abolish safe spaces because i think that some people fear of retribution from those that oppose their thoughts and ideas this is a place they can feel safe. i am a feminist.	i am against the fact that we should abolish safe spaces because i think that some people fear of retribution  from those that oppose their thoughts and ideas  this is a place they can feel safe. i am a republican.
A19457	i am in favor of the fact that we should legalize organ trade because i think that organs as part of our bodies are our property and should not be regulated by the government we should be free to sell them on an open market. i am a vegetarian.	i am in favor of the fact that we should legalize organ trade because i think that organs as part of our bodies are our property and should not be regulated by the government we should be free to sell them on an open market. i am a liberal.
A19458	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that embryonic stem cell research can create significant life saving advancements in medicine. i am a vegetarian.	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that embryonic stem cell research can create significant life saving advancements in medicine. i am a republican.
A19459	i am against the fact that we should legalize sex selection because i think that it will result in more elective abortions and cause a gender imbalance. i am a feminist.	i am against the fact that we should legalize sex selection because i think that it will result in more elective abortions and cause a gender imbalance. i am a republican.
A19460	i am in favor of the fact that we should legalize prostitution because i think that legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small time prostitutes. i am a feminist.	i am in favor of the fact that we should legalize prostitution because i think that legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small time prostitutes. i am a republican.
A19461	i am against the fact that we should limit judicial activism because i think that judges are in a position to make a positive change in the world and should be encouraged to use activism to do so. i am a feminist.	i am against the fact that we should limit judicial activism because i think that judges are in a position to make a positive change in the world and should be encouraged to use activism to do so. i am a republican.
A19462	i am against the fact that we should ban telemarketing because i think that banning telemarketing will create job losses for many people who work in this industry. i am a conservative.	i am against the fact that we should ban telemarketing because i think that banning telemarketing will create job losses for many people who work in this industry. i am a republican.
A19463	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that we need to stop all the shootings that are happening and abolishing the right to keep and bear arms is a good start. i am a democrat.	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that we need to stop all the shootings that are happening and abolishing the right to keep and bear arms is a good start. i am a liberal.
A19464	i am against the fact that we should adopt an austerity regime because i think that we should not allow an austerity regime because it will completely destroy the country by causing worse economic demise. i am a conservative.	i am against the fact that we should adopt an austerity regime because i think that we should not allow an austerity regime because it will completely destroy the country by causing worse economic demise. i am a republican.
A19465	i am against the fact that we should ban whaling because i think that whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling. i am a vegetarian.	i am against the fact that we should ban whaling because i think that whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling. i am a republican.
A19467	i am against the fact that we should ban human cloning because i think that human cloning allows for the study of genetic disorders opening the door for huge leaps in medical science and disease cures. i am a scientist.	i am against the fact that we should ban human cloning because i think that human cloning allows for the study of genetic disorders opening the door for huge leaps in medical science and disease cures. i am a republican.
A19470	i am in favor of the fact that we should abolish zoos because i think that some zoos have terrible living conditions and the animals arent stimulated at all. i am a vegetarian.	i am in favor of the fact that we should abolish zoos because i think that some zoos have terrible living conditions and the animals arent stimulated at all. i am a republican.
A19472	i am in favor of the fact that we should ban whaling because i think that whaling is barbaric and cruel to whales and should therefore be banned. i am a vegetarian.	i am in favor of the fact that we should ban whaling because i think that whaling is barbaric and cruel to whales and should therefore be banned. i am a republican.
A19474	i am against the fact that we should abolish the threestrikes laws because i think that we should not abolish the threestrikes laws because crime has fallen since they were introduced. i am a christian.	i am against the fact that we should abolish the threestrikes laws because i think that we should not abolish the threestrikes laws because crime has fallen since they were introduced. i am a republican.
A19476	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that guns are much too dangerous and often get in the wrong hands. i am a republican.	i am in favor of the fact that we should abolish the right to keep and bear arms because i think that guns are much too dangerous and often get in the wrong hands. i am a republican.
A19477	i am in favor of the fact that we should adopt atheism because i think that atheism fosters intellectual and human development and we must adopt it. i am a atheist.	i am in favor of the fact that we should adopt atheism because i think that atheism fosters intellectual and human development and we must adopt it. i am a republican.
A19479	i am against the fact that we should adopt atheism because i think that we should not adopt atheism as people have the right to believe the way they want when it come to a higher power. i am a atheist.	i am against the fact that we should adopt atheism because i think that we should not adopt atheism as people have the right to believe the way they want when it come to a higher power. i am a liberal.
A19480	i am in favor of the fact that we should ban private military companies because i think that private military companies do not all follow the rules of the country. i am a conservative.	i am in favor of the fact that we should ban private military companies because i think that private military companies do not all follow the rules of the country. i am a republican.
A19481	i am in favor of the fact that we should end mandatory retirement because i think that if someone can still work they should be allowed it will cause less strain on social security. i am a conservative.	i am in favor of the fact that we should end mandatory retirement because i think that if someone can still work they should be allowed it will cause less strain on social security. i am a republican.
A19483	i am against the fact that we should introduce compulsory voting because i think that no one should be forced to do something they do not want to do. i am a conservative.	i am against the fact that we should introduce compulsory voting because i think that no one should be forced to do something they do not want to do. i am a republican.
A19484	i am in favor of the fact that we should adopt an austerity regime because i think that its about getting the deficit down and engaging in austerity regime the overall impact on the economy is positive in the short term. i am a conservative.	i am in favor of the fact that we should adopt an austerity regime because i think that its about getting the deficit down and engaging in austerity regime the overall impact on the economy is positive in the short term. i am a democrat.
A19486	i am against the fact that we should abolish intellectual property rights because i think that people have the right to profit from their ideas. i am a libertarian.	i am against the fact that we should abolish intellectual property rights because i think that people have the right to profit from their ideas. i am a republican.
A19488	i am against the fact that we should adopt libertarianism because i think that there wont be a government to provide order in society there are many types of evil in this world because of this people cannot be trusted to respect other people which will lead to violent attacks. i am a libertarian.	i am against the fact that we should adopt libertarianism because i think that there wont be a government to provide order in society there are many types of evil in this world  because of this people cannot be trusted to respect other people which will lead to violent attacks. i am a liberal.
A19489	i am against the fact that we should ban human cloning because i think that we should not ban human cloning because it can help save lifes. i am a vegetarian.	i am against the fact that we should ban human cloning because i think that we should not ban human cloning because it can help save lifes. i am a republican.
A19491	i am against the fact that we should abolish the olympic games because i think that the olympic games are necessary to promote healthy competition in the world and show the cultures of many countries. i am a conservative.	i am against the fact that we should abolish the olympic games because i think that the olympic games are necessary to promote healthy competition in the world and show the cultures of many countries. i am a republican.
A19492	i am against the fact that we should ban telemarketing because i think that telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them. i am a vegetarian.	i am against the fact that we should ban telemarketing because i think that telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them. i am a republican.
A19494	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways. i am a conservative.	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways. i am a liberal.
A19495	i am in favor of the fact that we should abolish the threestrikes laws because i think that we should abolish the threestrikes laws and just stick to one law because it may stop reoffending if its that harsh. i am a conservative.	i am in favor of the fact that we should abolish the threestrikes laws because i think that we should abolish the threestrikes laws and just stick to one law because it may stop reoffending if its that harsh. i am a liberal.
A19496	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance this is bad for the healthcare system overall. i am a conservative.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and money spent on malpractice insurance this is bad for the healthcare system overall. i am a liberal.
A19497	i am in favor of the fact that we should subsidize journalism because i think that subsidising journalism will put more resources into good investagative journalism. i am a conservative.	i am in favor of the fact that we should subsidize journalism because i think that subsidising journalism will put more resources into good investagative journalism. i am a republican.
A19498	i am against the fact that we should ban the church of scientology because i think that we have the right to practice different religions and the church of scientology should not be banned. i am a christian.	i am against the fact that we should ban the church of scientology because i think that we have the right to practice different religions and the church of scientology should not be banned. i am a republican.
A19499	i am in favor of the fact that we should subsidize space exploration because i think that the future of the human race will rely on moving to other planets in the future therefore we need to subsidize space exploration to speed up research. i am a conservative.	i am in favor of the fact that we should subsidize space exploration because i think that the future of the human race will rely on moving to other planets in the future therefore we need to subsidize space exploration to speed up research. i am a communist.
A20001	i am against the fact that we should ban factory farming because i think that this method increases meat products to meet the high demand. i am a vegetarian.	i am against the fact that we should ban factory farming because i think that this method increases meat products to meet the high demand. i am a liberal.
A20002	i am in favor of the fact that we should end the use of economic sanctions because i think that economic sanctions are immoral and hurt the people they are supposed to be protecting. i am a conservative.	i am in favor of the fact that we should end the use of economic sanctions because i think that economic sanctions are immoral and hurt the people they are supposed to be protecting. i am a republican.
A20004	i am against the fact that we should ban the church of scientology because i think that people are free to follow the religion they choose no matter how out there the beliefs are. i am a christian.	i am against the fact that we should ban the church of scientology because i think that people are free to follow the religion they choose no matter how out there the beliefs are. i am a republican.
